Match.Number,Batsman,Date,Runs,Mins,BF,X4s,X6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Score,Wickets.Lost,Overs,RPO,Target,Result,Op.Score,Op.Wickets.Lost,Op.Overs,Op.RPO,Op.Target,Dis,Ct,St,Ct.Wk,Ct.Fi,field.inns,Total.Catches,Top3.runs,Average.SR,top3.boundaries
23,Harbhajan Singh,09/05/10,14,18,10,1,1,140,8,caught,2,v West Indies,Bridgetown,155,9,20,7.75,170,0,169,6,20,8.45,NA,0,0,0,0,0,1,5,54,95.0466666667,8
23,M Vijay,09/05/10,7,14,14,0,0,50,1,caught,2,v West Indies,Bridgetown,155,9,20,7.75,170,0,169,6,20,8.45,NA,1,1,0,0,1,1,5,54,95.0466666667,8
23,MS Dhoni,09/05/10,29,30,18,2,2,161.11,6,run out,2,v West Indies,Bridgetown,155,9,20,7.75,170,0,169,6,20,8.45,NA,1,1,0,1,0,1,5,54,95.0466666667,8
23,RA Jadeja,09/05/10,5,10,6,0,0,83.33,9,not out,2,v West Indies,Bridgetown,155,9,20,7.75,170,0,169,6,20,8.45,NA,0,0,0,0,0,1,5,54,95.0466666667,8
23,RG Sharma,09/05/10,5,10,8,1,0,62.5,4,caught,2,v West Indies,Bridgetown,155,9,20,7.75,170,0,169,6,20,8.45,NA,2,2,0,0,2,1,5,54,95.0466666667,8
23,SK Raina,09/05/10,32,38,25,4,1,128,3,caught,2,v West Indies,Bridgetown,155,9,20,7.75,170,0,169,6,20,8.45,NA,0,0,0,0,0,1,5,54,95.0466666667,8
23,YK Pathan,09/05/10,17,12,10,0,2,170,7,caught,2,v West Indies,Bridgetown,155,9,20,7.75,170,0,169,6,20,8.45,NA,1,1,0,0,1,1,5,54,95.0466666667,8
23,Yuvraj Singh,09/05/10,12,22,14,1,0,85.71,5,caught,2,v West Indies,Bridgetown,155,9,20,7.75,170,0,169,6,20,8.45,NA,0,0,0,0,0,1,5,54,95.0466666667,8
24,G Gambhir,11/05/10,41,52,32,3,0,128.12,2,caught,1,v Sri Lanka,Gros Islet,163,5,20,8.15,NA,0,167,5,20,8.35,164,0,0,0,0,0,2,3,117,123.4966666667,13
24,KD Karthik,11/05/10,13,20,12,2,0,108.33,1,caught,1,v Sri Lanka,Gros Islet,163,5,20,8.15,NA,0,167,5,20,8.35,164,1,1,0,0,1,2,3,117,123.4966666667,13
24,MS Dhoni,11/05/10,23,43,19,0,1,121.05,4,not out,1,v Sri Lanka,Gros Islet,163,5,20,8.15,NA,0,167,5,20,8.35,164,0,0,0,0,0,2,3,117,123.4966666667,13
24,SK Raina,11/05/10,63,61,47,7,1,134.04,3,caught,1,v Sri Lanka,Gros Islet,163,5,20,8.15,NA,0,167,5,20,8.35,164,0,0,0,0,0,2,3,117,123.4966666667,13
24,YK Pathan,11/05/10,13,10,9,2,0,144.44,6,caught,1,v Sri Lanka,Gros Islet,163,5,20,8.15,NA,0,167,5,20,8.35,164,1,1,0,0,1,2,3,117,123.4966666667,13
24,Yuvraj Singh,11/05/10,1,2,2,0,0,50,5,caught,1,v Sri Lanka,Gros Islet,163,5,20,8.15,NA,0,167,5,20,8.35,164,1,1,0,0,1,2,3,117,123.4966666667,13
25,M Vijay,12/06/10,5,3,5,1,0,100,1,caught,2,v Zimbabwe,Harare,112,4,15,7.46,112,1,111,9,20,5.55,NA,1,1,0,0,1,1,3,33,132.35,5
25,RG Sharma,12/06/10,10,22,15,1,0,66.66,4,stumped,2,v Zimbabwe,Harare,112,4,15,7.46,112,1,111,9,20,5.55,NA,1,1,0,0,1,1,3,33,132.35,5
25,SK Raina,12/06/10,28,28,17,3,1,164.7,3,caught,2,v Zimbabwe,Harare,112,4,15,7.46,112,1,111,9,20,5.55,NA,1,1,0,0,1,1,3,33,132.35,5
25,V Kohli,12/06/10,26,30,21,3,1,123.8,5,not out,2,v Zimbabwe,Harare,112,4,15,7.46,112,1,111,9,20,5.55,NA,0,0,0,0,0,1,3,33,132.35,5
25,YK Pathan,12/06/10,37,27,24,2,3,154.16,6,not out,2,v Zimbabwe,Harare,112,4,15,7.46,112,1,111,9,20,5.55,NA,0,0,0,0,0,1,3,33,132.35,5
26,M Vijay,13/06/10,46,62,39,2,3,117.94,2,caught,2,v Zimbabwe,Harare,144,3,18,8,141,1,140,5,20,7,NA,0,0,0,0,0,1,3,118,140.785,13
26,RG Sharma,13/06/10,0,1,0,0,0,NA,5,not out,2,v Zimbabwe,Harare,144,3,18,8,141,1,140,5,20,7,NA,1,1,0,0,1,1,3,118,140.785,13
26,SK Raina,13/06/10,72,59,44,6,2,163.63,3,not out,2,v Zimbabwe,Harare,144,3,18,8,141,1,140,5,20,7,NA,1,1,0,0,1,1,3,118,140.785,13
26,YK Pathan,13/06/10,4,16,7,0,0,57.14,4,caught,2,v Zimbabwe,Harare,144,3,18,8,141,1,140,5,20,7,NA,1,1,0,0,1,1,3,118,140.785,13
27,M Vijay,09/01/11,14,11,12,3,0,116.66,2,caught,1,v South Africa,Durban,168,6,20,8.4,NA,1,147,9,20,7.35,169,0,0,0,0,0,2,3,95,139.9666666667,15
27,MS Dhoni,09/01/11,10,19,11,0,0,90.9,7,not out,1,v South Africa,Durban,168,6,20,8.4,NA,1,147,9,20,7.35,169,0,0,0,0,0,2,3,95,139.9666666667,15
27,RG Sharma,09/01/11,53,38,34,5,2,155.88,3,caught,1,v South Africa,Durban,168,6,20,8.4,NA,1,147,9,20,7.35,169,1,1,0,0,1,2,3,95,139.9666666667,15
27,SK Raina,09/01/11,41,29,23,2,3,178.26,6,caught,1,v South Africa,Durban,168,6,20,8.4,NA,1,147,9,20,7.35,169,0,0,0,0,0,2,3,95,139.9666666667,15
27,V Kohli,09/01/11,28,28,19,5,0,147.36,1,bowled,1,v South Africa,Durban,168,6,20,8.4,NA,1,147,9,20,7.35,169,1,1,0,0,1,2,3,95,139.9666666667,15
27,YK Pathan,09/01/11,6,16,8,0,0,75,5,bowled,1,v South Africa,Durban,168,6,20,8.4,NA,1,147,9,20,7.35,169,1,1,0,0,1,2,3,95,139.9666666667,15
27,Yuvraj Singh,09/01/11,12,20,13,1,0,92.3,4,run out,1,v South Africa,Durban,168,6,20,8.4,NA,1,147,9,20,7.35,169,0,0,0,0,0,2,3,95,139.9666666667,15
28,Harbhajan Singh,04/06/11,15,5,7,1,1,214.28,8,not out,1,v West Indies,Port of Spain,159,6,20,7.95,NA,1,143,5,20,7.15,160,0,0,0,0,0,2,2,19,81.055,2
28,RG Sharma,04/06/11,26,33,23,0,2,113.04,6,bowled,1,v West Indies,Port of Spain,159,6,20,7.95,NA,1,143,5,20,7.15,160,0,0,0,0,0,2,2,19,81.055,2
28,S Dhawan,04/06/11,5,13,11,0,0,45.45,2,caught,1,v West Indies,Port of Spain,159,6,20,7.95,NA,1,143,5,20,7.15,160,0,0,0,0,0,2,2,19,81.055,2
28,SK Raina,04/06/11,2,5,6,0,0,33.33,5,caught,1,v West Indies,Port of Spain,159,6,20,7.95,NA,1,143,5,20,7.15,160,0,0,0,0,0,2,2,19,81.055,2
28,V Kohli,04/06/11,14,15,12,2,0,116.66,3,caught,1,v West Indies,Port of Spain,159,6,20,7.95,NA,1,143,5,20,7.15,160,2,2,0,0,2,2,2,19,81.055,2
28,YK Pathan,04/06/11,15,1,6,0,2,250,7,not out,1,v West Indies,Port of Spain,159,6,20,7.95,NA,1,143,5,20,7.15,160,0,0,0,0,0,2,2,19,81.055,2
29,AM Rahane,31/08/11,61,49,39,8,0,156.41,2,caught,1,v England,Manchester,165,10,19.4,8.38,NA,0,169,4,19.3,8.66,166,0,0,0,0,0,2,2,61,156.41,8
29,MS Dhoni,31/08/11,8,15,8,1,0,100,7,caught,1,v England,Manchester,165,10,19.4,8.38,NA,0,169,4,19.3,8.66,166,1,0,1,0,0,2,2,61,156.41,8
29,R Ashwin,31/08/11,4,1,2,1,0,200,8,run out,1,v England,Manchester,165,10,19.4,8.38,NA,0,169,4,19.3,8.66,166,0,0,0,0,0,2,2,61,156.41,8
29,RG Sharma,31/08/11,1,7,3,0,0,33.33,5,stumped,1,v England,Manchester,165,10,19.4,8.38,NA,0,169,4,19.3,8.66,166,1,1,0,0,1,2,2,61,156.41,8
29,SK Raina,31/08/11,33,26,19,2,3,173.68,6,caught,1,v England,Manchester,165,10,19.4,8.38,NA,0,169,4,19.3,8.66,166,1,1,0,0,1,2,2,61,156.41,8
29,V Kohli,31/08/11,4,5,5,0,0,80,4,caught,1,v England,Manchester,165,10,19.4,8.38,NA,0,169,4,19.3,8.66,166,0,0,0,0,0,2,2,61,156.41,8
30,AM Rahane,29/10/11,0,2,3,0,0,0,2,caught,1,v England,Kolkata,120,9,20,6,NA,0,121,4,18.4,6.48,121,1,1,0,0,1,2,1,16,42.36,3
30,MS Dhoni,29/10/11,21,44,26,0,1,80.76,6,run out,1,v England,Kolkata,120,9,20,6,NA,0,121,4,18.4,6.48,121,0,0,0,0,0,2,1,16,42.36,3
30,R Ashwin,29/10/11,17,14,11,3,0,154.54,10,not out,1,v England,Kolkata,120,9,20,6,NA,0,121,4,18.4,6.48,121,0,0,0,0,0,2,1,16,42.36,3
30,RA Jadeja,29/10/11,0,1,1,0,0,0,7,bowled,1,v England,Kolkata,120,9,20,6,NA,0,121,4,18.4,6.48,121,0,0,0,0,0,2,1,16,42.36,3
30,RV Uthappa,29/10/11,1,6,3,0,0,33.33,1,caught,1,v England,Kolkata,120,9,20,6,NA,0,121,4,18.4,6.48,121,0,0,0,0,0,2,1,16,42.36,3
30,SK Raina,29/10/11,39,47,29,4,2,134.48,4,caught,1,v England,Kolkata,120,9,20,6,NA,0,121,4,18.4,6.48,121,0,0,0,0,0,2,1,16,42.36,3
30,V Kohli,29/10/11,15,21,16,3,0,93.75,3,caught,1,v England,Kolkata,120,9,20,6,NA,0,121,4,18.4,6.48,121,0,0,0,0,0,2,1,16,42.36,3
30,YK Pathan,29/10/11,10,17,12,1,0,83.33,8,bowled,1,v England,Kolkata,120,9,20,6,NA,0,121,4,18.4,6.48,121,0,0,0,0,0,2,1,16,42.36,3
31,G Gambhir,01/02/12,20,27,14,3,0,142.85,1,caught,2,v Australia,Sydney,140,6,20,7,172,0,171,4,20,8.55,NA,0,0,0,0,0,1,2,46,126.98,5
31,MS Dhoni,01/02/12,48,55,43,1,3,111.62,6,not out,2,v Australia,Sydney,140,6,20,7,172,0,171,4,20,8.55,NA,0,0,0,0,0,1,2,46,126.98,5
31,R Ashwin,01/02/12,15,30,16,1,0,93.75,8,not out,2,v Australia,Sydney,140,6,20,7,172,0,171,4,20,8.55,NA,0,0,0,0,0,1,2,46,126.98,5
31,RA Jadeja,01/02/12,7,9,8,1,0,87.5,7,caught,2,v Australia,Sydney,140,6,20,7,172,0,171,4,20,8.55,NA,0,0,0,0,0,1,2,46,126.98,5
31,RG Sharma,01/02/12,0,2,1,0,0,0,5,bowled,2,v Australia,Sydney,140,6,20,7,172,0,171,4,20,8.55,NA,0,0,0,0,0,1,2,46,126.98,5
31,SK Raina,01/02/12,14,23,15,1,0,93.33,4,bowled,2,v Australia,Sydney,140,6,20,7,172,0,171,4,20,8.55,NA,2,2,0,0,2,1,2,46,126.98,5
31,V Kohli,01/02/12,22,30,21,0,1,104.76,3,caught,2,v Australia,Sydney,140,6,20,7,172,0,171,4,20,8.55,NA,0,0,0,0,0,1,2,46,126.98,5
31,V Sehwag,01/02/12,4,2,3,1,0,133.33,2,caught,2,v Australia,Sydney,140,6,20,7,172,0,171,4,20,8.55,NA,0,0,0,0,0,1,2,46,126.98,5
32,G Gambhir,03/02/12,56,91,60,4,0,93.33,1,not out,2,v Australia,Melbourne,135,2,19.4,6.86,132,1,131,10,19.4,6.66,NA,1,1,0,0,1,1,3,110,122.08,10
32,MS Dhoni,03/02/12,21,26,18,2,0,116.66,4,not out,2,v Australia,Melbourne,135,2,19.4,6.86,132,1,131,10,19.4,6.66,NA,3,2,1,2,0,1,3,110,122.08,10
32,V Kohli,03/02/12,31,29,24,3,0,129.16,3,caught,2,v Australia,Melbourne,135,2,19.4,6.86,132,1,131,10,19.4,6.66,NA,0,0,0,0,0,1,3,110,122.08,10
32,V Sehwag,03/02/12,23,32,16,2,1,143.75,2,caught,2,v Australia,Melbourne,135,2,19.4,6.86,132,1,131,10,19.4,6.66,NA,0,0,0,0,0,1,3,110,122.08,10
33,G Gambhir,30/03/12,49,36,28,7,1,175,2,not out,2,v South Africa,Johannesburg,71,0,7.5,9.06,83,0,219,4,20,10.95,NA,0,0,0,0,0,1,0,67,134.865,9
33,RV Uthappa,30/03/12,18,36,19,1,0,94.73,1,not out,2,v South Africa,Johannesburg,71,0,7.5,9.06,83,0,219,4,20,10.95,NA,0,0,0,0,0,1,0,67,134.865,9
34,AM Rahane,07/08/12,21,46,25,0,1,84,2,caught,1,v Sri Lanka,Pallekele,155,3,20,7.75,NA,1,116,10,18,6.44,156,1,1,0,0,1,2,5,95,100.22,14
34,G Gambhir,07/08/12,6,7,8,1,0,75,1,bowled,1,v Sri Lanka,Pallekele,155,3,20,7.75,NA,1,116,10,18,6.44,156,0,0,0,0,0,2,5,95,100.22,14
34,MS Dhoni,07/08/12,16,13,14,2,0,114.28,5,not out,1,v Sri Lanka,Pallekele,155,3,20,7.75,NA,1,116,10,18,6.44,156,2,2,0,2,0,2,5,95,100.22,14
34,SK Raina,07/08/12,34,43,25,3,1,136,4,not out,1,v Sri Lanka,Pallekele,155,3,20,7.75,NA,1,116,10,18,6.44,156,1,1,0,0,1,2,5,95,100.22,14
34,V Kohli,07/08/12,68,65,48,11,1,141.66,3,caught,1,v Sri Lanka,Pallekele,155,3,20,7.75,NA,1,116,10,18,6.44,156,1,1,0,0,1,2,5,95,100.22,14
35,G Gambhir,11/09/12,3,12,6,0,0,50,1,caught,2,v New Zealand,Chennai,166,4,20,8.3,168,0,167,5,20,8.35,NA,0,0,0,0,0,1,1,100,114.4833333333,14
35,MS Dhoni,11/09/12,22,31,23,2,0,95.65,5,not out,2,v New Zealand,Chennai,166,4,20,8.3,168,0,167,5,20,8.35,NA,0,0,0,0,0,1,1,100,114.4833333333,14
35,RG Sharma,11/09/12,4,2,2,0,0,200,6,not out,2,v New Zealand,Chennai,166,4,20,8.3,168,0,167,5,20,8.35,NA,0,0,0,0,0,1,1,100,114.4833333333,14
35,SK Raina,11/09/12,27,31,22,2,1,122.72,3,caught,2,v New Zealand,Chennai,166,4,20,8.3,168,0,167,5,20,8.35,NA,0,0,0,0,0,1,1,100,114.4833333333,14
35,V Kohli,11/09/12,70,67,41,10,1,170.73,2,caught,2,v New Zealand,Chennai,166,4,20,8.3,168,0,167,5,20,8.35,NA,0,0,0,0,0,1,1,100,114.4833333333,14
35,Yuvraj Singh,11/09/12,34,49,26,1,2,130.76,4,bowled,2,v New Zealand,Chennai,166,4,20,8.3,168,0,167,5,20,8.35,NA,1,1,0,0,1,1,1,100,114.4833333333,14
36,G Gambhir,19/09/12,10,14,8,1,0,125,1,bowled,1,v Afghanistan,Colombo (RPS),159,5,20,7.95,NA,1,136,10,19.3,6.97,160,1,1,0,0,1,2,5,68,111.0666666667,8
36,MS Dhoni,19/09/12,18,21,9,2,1,200,6,not out,1,v Afghanistan,Colombo (RPS),159,5,20,7.95,NA,1,136,10,19.3,6.97,160,1,1,0,1,0,2,5,68,111.0666666667,8
36,RG Sharma,19/09/12,1,2,1,0,0,100,7,not out,1,v Afghanistan,Colombo (RPS),159,5,20,7.95,NA,1,136,10,19.3,6.97,160,1,1,0,0,1,2,5,68,111.0666666667,8
36,SK Raina,19/09/12,38,42,33,6,0,115.15,5,bowled,1,v Afghanistan,Colombo (RPS),159,5,20,7.95,NA,1,136,10,19.3,6.97,160,1,1,0,0,1,2,5,68,111.0666666667,8
36,V Kohli,19/09/12,50,60,39,4,2,128.2,3,caught,1,v Afghanistan,Colombo (RPS),159,5,20,7.95,NA,1,136,10,19.3,6.97,160,0,0,0,0,0,2,5,68,111.0666666667,8
36,V Sehwag,19/09/12,8,25,10,1,0,80,2,caught,1,v Afghanistan,Colombo (RPS),159,5,20,7.95,NA,1,136,10,19.3,6.97,160,0,0,0,0,0,2,5,68,111.0666666667,8
36,Yuvraj Singh,19/09/12,18,26,20,0,1,90,4,caught,1,v Afghanistan,Colombo (RPS),159,5,20,7.95,NA,1,136,10,19.3,6.97,160,1,1,0,0,1,2,5,68,111.0666666667,8
37,G Gambhir,23/09/12,45,70,38,5,0,118.42,1,caught,1,v England,Colombo (RPS),170,4,20,8.5,NA,1,80,10,14.4,5.45,171,2,2,0,0,2,2,3,85,121.71,11
37,MS Dhoni,23/09/12,9,23,8,1,0,112.5,5,caught,1,v England,Colombo (RPS),170,4,20,8.5,NA,1,80,10,14.4,5.45,171,1,0,1,0,0,2,3,85,121.71,11
37,RG Sharma,23/09/12,55,48,33,5,1,166.66,4,not out,1,v England,Colombo (RPS),170,4,20,8.5,NA,1,80,10,14.4,5.45,171,0,0,0,0,0,2,3,85,121.71,11
37,SK Raina,23/09/12,1,2,1,0,0,100,6,not out,1,v England,Colombo (RPS),170,4,20,8.5,NA,1,80,10,14.4,5.45,171,0,0,0,0,0,2,3,85,121.71,11
37,V Kohli,23/09/12,40,33,32,6,0,125,3,caught,1,v England,Colombo (RPS),170,4,20,8.5,NA,1,80,10,14.4,5.45,171,1,1,0,0,1,2,3,85,121.71,11
38,G Gambhir,28/09/12,17,12,12,3,0,141.66,1,run out,1,v Australia,Colombo (RPS),140,7,20,7,NA,0,141,1,14.5,9.5,141,0,0,0,0,0,2,0,32,128.52,5
38,Harbhajan Singh,28/09/12,1,2,1,0,0,100,9,not out,1,v Australia,Colombo (RPS),140,7,20,7,NA,0,141,1,14.5,9.5,141,0,0,0,0,0,2,0,32,128.52,5
38,MS Dhoni,28/09/12,15,21,21,2,0,71.42,7,caught,1,v Australia,Colombo (RPS),140,7,20,7,NA,0,141,1,14.5,9.5,141,0,0,0,0,0,2,0,32,128.52,5
38,R Ashwin,28/09/12,16,18,12,1,1,133.33,8,not out,1,v Australia,Colombo (RPS),140,7,20,7,NA,0,141,1,14.5,9.5,141,0,0,0,0,0,2,0,32,128.52,5
38,RG Sharma,28/09/12,1,5,2,0,0,50,5,bowled,1,v Australia,Colombo (RPS),140,7,20,7,NA,0,141,1,14.5,9.5,141,0,0,0,0,0,2,0,32,128.52,5
38,SK Raina,28/09/12,26,40,19,4,0,136.84,6,caught,1,v Australia,Colombo (RPS),140,7,20,7,NA,0,141,1,14.5,9.5,141,0,0,0,0,0,2,0,32,128.52,5
38,V Kohli,28/09/12,15,18,13,2,0,115.38,3,caught,1,v Australia,Colombo (RPS),140,7,20,7,NA,0,141,1,14.5,9.5,141,0,0,0,0,0,2,0,32,128.52,5
38,Yuvraj Singh,28/09/12,8,11,10,1,0,80,4,caught,1,v Australia,Colombo (RPS),140,7,20,7,NA,0,141,1,14.5,9.5,141,0,0,0,0,0,2,0,32,128.52,5
39,G Gambhir,30/09/12,0,2,2,0,0,0,1,caught,2,v Pakistan,Colombo (RPS),129,2,17,7.58,129,1,128,10,19.4,6.5,NA,0,0,0,0,0,1,0,107,82.8966666667,14
39,V Kohli,30/09/12,78,61,61,8,2,127.86,3,not out,2,v Pakistan,Colombo (RPS),129,2,17,7.58,129,1,128,10,19.4,6.5,NA,0,0,0,0,0,1,0,107,82.8966666667,14
39,V Sehwag,30/09/12,29,38,24,4,0,120.83,2,caught,2,v Pakistan,Colombo (RPS),129,2,17,7.58,129,1,128,10,19.4,6.5,NA,0,0,0,0,0,1,0,107,82.8966666667,14
39,Yuvraj Singh,30/09/12,19,24,16,2,0,118.75,4,not out,2,v Pakistan,Colombo (RPS),129,2,17,7.58,129,1,128,10,19.4,6.5,NA,0,0,0,0,0,1,0,107,82.8966666667,14
40,G Gambhir,02/10/12,8,15,12,1,0,66.66,1,bowled,1,v South Africa,Colombo (RPS),152,6,20,7.6,NA,1,151,10,19.5,7.61,153,1,1,0,0,1,2,6,27,73.8033333333,3
